Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
AGB15520WT,1x6-20' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADB15516AW,1x6-16' American Walnut Sq Edg - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADB15520AW,1x6-20' American Walnut Sq Edg - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADB15516CG,1x6-16' Castle Gate Sq Edge - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADB15520CG,1x6-20' Castle Gate Sq Edge - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADB15516FW,1x6-16' French White Oak Sq Ed - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADB15520FW,1x6-20' French White Oak Sq Ed - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15512AW,1x6-12' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15516AW,1x6-16' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15520AW,1x6-20' American Walnut Groove - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15512CG,1x6-12' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15516CG,1x6-16' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15520CG,1x6-20' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15512FW,1x6-12' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15516FW,1x6-16' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15520FW,1x6-20' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADCB15516BS,1x6-16' Brownstone Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADCB15520BS,1x6-20' Brownstone Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADCB15516SG,1x6-16' Slate Gray Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
ADCB15520SG,1x6-20' Slate Gray Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15512BS,1x6-12' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15516BS,1x6-16' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15520BS,1x6-20' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15512SG,1x6-12' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15516SG,1x6-16' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
AGB15520SG,1x6-20' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151)
543140016,1nx6-16' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543140020,1nx6-20' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543142016,1nx6-16' Carmel Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543142020,1nx6-20' Carmel Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543144016,1nx6-16' Island Mist Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543144020,1nx6-20' Island Mist Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543143016,1nx6-16' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543143020,1nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543141016,1nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543141020,1nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543140412,1nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543140416,1nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543140420,1nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543142412,1nx6-12' Carmel Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543142416,1nx6-16' Carmel Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543142420,1nx6-20' Carmel Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543144412,1nx6-12' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543144416,1nx6-16' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543144420,1nx6-20' Island Mist Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543143412,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543143416,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543143420,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543141412,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543141416,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
543141420,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073)
1513703,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513704,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513705,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513706,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513707,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513708,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513709,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513710,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513711,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513712,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513717,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513718,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513719,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513720,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513721,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
