Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
KPTJS100A,KPTJS100A Kreg 20V Ionic Barrel Grip Jigsaw,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
DCS714B,"DCS714B Dewalt 20V Miter Saw - (Bare) 10"" Double Bevel Fixed",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
DCS785B,"DCS785B Dewalt 20V Miter Saw - Kit 12"" Double Bevel Sliding",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
GSL02M1,"GSL02M1 Makita Miter Saw - 40V 8-1/2""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
DW7029,DW7029 Dewalt Miter Saw - Stand Support/Stop,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
DCS384B,DCS384B Dewalt 20V Brushless - Cordless Recip Saw (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
XRJ08Z,XRJ08Z Makita 18V Recip Saw - Bare Tool,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
G0771Z,"Grizzly G0771Z 30"" Table Saw",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodstock Intl (3658)
TS1017,TS1017 Table Saw Zero-Clearance Insert,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Robt Bosch Tool Corp (6564)
XT524,"XT524 24"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR)
XT536,"XT536 36"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR)
XT546,"XT546 46"" XT XTENDER Fence",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR)
XTP235,"35"" XTP XTENDER PRO Fence - XTP235",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR)
TGP2-FA,TGP2-FA T-Glide Fence Professional,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST)
ATGI-FA,ATGI-FA T-Glide Advanced Fence Industrial,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST)
ATGP-FA,ATGP-FA T-Glide Advance Fence Professional,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST)
TGI2-FA,TGI2-FA T-Glide Fence Indudtrial,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST)
TGI2-T36A,"TGI2-T36A 36"" Table Assembly Industrial",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Saw Stop LLC (SAWST)
KPTBPS100A,"KPTBPS100A Kreg 20V Ionic 6-1/2"" Plunge-Cut Track Saw Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
DCB606C,DCB606C Dewalt Flexvolt Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
BL1850BDC1,BL1850BDC1 Makita Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
DCB205C,DCB205C 20V Starter Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCB2108,DCB2108 Dewalt 20V 8Ah Battery - Max XR Powerpack,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCB2108-2,DCB2108-2 Dewalt 20V 8Ah 2pk - Battery Max XR Powerpack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
VB0212,VB0212 Senco 18V 2.0 AH Lithium Battery,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Senco Products Inc (4650)
BCB2A20A,BCB2A20A Kreg 20V Battery/Charger Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
BATT4A,BATT4A Kreg 20V 4ah Battery Pack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
BATT2A,BATT2A Kreg 20V 2ah Battery Pack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
BL1850BDC2X1,BL1850BDC2X1 Makita Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
48-11-2422,48-11-2422 Milw M12 CP2.0 Battery Two Pack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
DCB1104,DCB1104 Dewalt 12V/20V Charger - 4 Amp,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
48-59-1804,48-59-1804 Milw M18 and M12 Rapid Charger,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
CRGR401A,CRGR401A Kreg 20V Fast Charger,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
48-59-1211,48-59-1211 Milw Power Supply - Charger,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031)
2847-20,2847-20 Milw M18 Charger and Power Supply,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
DWV9401,DWV9401 Dewalt Paper Bag - 5pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
578512,578512 Festool Dust Extractor-CT MIDI I HEPA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
577871,577871 Festool Dust Extractor - CT 26,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
577874,577874 Festool Dust Extractor - CT 36,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
577876,577876 Festool Dust Extractor - CT 48,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
578441,578441 Festool Dust Extractor-CT 15 HEPA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
DCK225D2,DCK225D2 Dewalt Impact/Drill - Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCK2101QQ2,Dewalt DCK2101QQ2 20V 2Pc Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
4000-2/32,4000-2/32 DREMEL ROTARY TOOL,-- Unbranded --,-- No Unilog Brand --,Dremel,Robt Bosch Tool Corp (6564)
3100-1/15,3100-1/15 Dremel Rotary Tool - Kit 15pc,-- Unbranded --,-- No Unilog Brand --,Dremel,Robt Bosch Tool Corp (6564)
T-90043,T-90043 Deep Medium Organizer,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
T-90059,T-90059 Low Profile Medium - Organizer,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
T-90065,T-90065 Deep Compact Organizer,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
10047VS,10047VS Oliver 3HP 230V 1PH Shaper 1-1/4 Spindle,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
MAG:2044-230-1,2044-230-1 Stock Feeder 4-Roll - Steff,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,J&G Machinery (JGMAC)
XTP242,"42"" XTP XTENDER PRO Fence - XTP242",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bow Products (BOWPR)
AAS-P,AAS-P Align-A-Saw Plate Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodpeckers Inc (WOODP)
SSCMS,SSCMS Stealthstop Miter Sled,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodpeckers Inc (WOODP)
4225.201,"4225.201 Oliver 6"" HH Jointer Paralleogram",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
KC-426C,"KC-426C 12"" Portable Planer",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,King Canada Inc (KINCA)
10045.201,"10045.201 Oliver 13"" Benchtop Planer 2HP,115V 1Ph",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
10014.201,"10014.201 Oliver 15"" Planer 3HP 1Ph 220V",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
4430.201,"4430.201 Oliver 20"" Planer 5HP 1Ph 230V",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
10055.201,"10055.201 Oliver 15"" Benchtop Planer 2.5HP 1Ph 230V",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
T27417,T27417 Grizzly OscillatingEdge - Belt and Spindle Sander,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodstock Intl (3658)
