Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
XNB05Z,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
XNB06Z,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
DZN930,DZN930 Dewalt 30 Degree - Framing Magazine,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
220USB25U,220USB25U Vessel Screwdriver w/25pc Bit Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO)
XRF03Z,XRF03Z Makita 18V Screwdriver - Autofeed,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
220USBP5U,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO)
49-66-4567,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
IBMG90K003,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO)
IBPH250P15T,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO)
DPH12B,"DPH12B 2"" #1 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH135B,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH21B,"DPH21B 1"" #2 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH22B,"DPH22B 2"" #2 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH235B,"DPH235B 3-1/2"" #2 Phillips - Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH26B,"DPH26B 6"" #2 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH2R1B,"DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH31B,"DPH31B 1"" #3 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH32B,"DPH32B 2"" #3 Phillips Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DPH335B,"DPH335B 3-1/2"" #3 Phillips - Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DSQ12B,"DSQ12B 2"" #1 Square Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DSQ22B,"DSQ22B 2"" #2 Square Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DSQ26B,"DSQ26B 6"" #2 Square Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DSQ32B,"DSQ32B 2"" #3 Square Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT102B,"DT102B 2"" #10 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT152B,"DT152B 2"" #15 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT1535B,"DT1535B 3-1/2"" #15 Torx Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT202B,"DT202B 2"" #20 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT2035B,"DT2035B 3-1/2"" #20 Torx Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT206B,"DT206B 6"" #20 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT252B,"DT252B 2"" #25 Trox Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT2535B,"DT2535B 3-1/4"" #25 Torx Drive - Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT256B,"DT256B 6"" #25 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT302B,"DT302B 2"" #30 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DT402B,"DT402B 2"" #40 Torx Drive Bit",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
DDWSSB,DDWSSB #2 Drywall Screw Setter,-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
191V02-0,191V02-0 Makita #2 Phillips Bit 5pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
XTS02Z,"XTS02Z Makita 18V 1/4"" Narrow Crown Stapler 18GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
DCF809D1,"DCF809D1 Dewalt Atomic 20V 1/4"" Impact Driver Kit",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
2761-20,"2761-20 Milw M18 1/4"" Hex Hydraulic Driver",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
2761-22,2761-22 Milw M18 Surge Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
3450-20,3450-20 Milw M12 Impact Driver - Brushless Compact (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
KPTDV025A,KPTDV025A Kreg 20V Ionic Compact Impact Driver,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
3048-20,"3048-20 Milw M12 1/4"" Impact Wrench w/Friction Ring",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
3049-20,"3049-20 Milw M12 3/8"" Impact Wrench w/Friction Ring",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
2563-20,"2563-20 Milw M12 Stubby 1/2"" Impact Wrench",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
DCF961B,"Dewalt DCF961B 20V 1/2"" Impact - Bare Tool",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCF964B,"DCF964B Dewalt 20V 3/4"" Impact - Wrench (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
2563P-20,"2563P-20 Milw M12 1/2"" Stubby - Impact Wrench w/Pin Detent",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
DCF921P2,DCF921P2 Dewalt 20V 1/2 Impact,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
XLT03Z,"XLT03Z Makita 3/8"" 18V Angle Impact",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
XLT04Z,"XLT04Z Makita 1/4"" 18V Angle Impact",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
XLT05Z,"XLT05Z Makita 1/2"" 18V Angle Impact",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
DCF510B,Dewalt DCF510B 20V Rachet - Interchangeable Anvil,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
3052-20,"3052-20 Milw M12 Fuel 1/4"" Rachet",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
3054-20,"3054-20 Milw M12 1/2"" Ratchet (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
DCF513EB,"DCF513EB Dewalt 3/8"" Open Head Rachet",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
XVP01Z,"XVP01Z Makita 18V 3"" Polisher/ 2"" Sander",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
DCM200B,DCM200B Dewalt 1/2in x 18in - Band File,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCG410B,"DCG410B Dewalt 20V 4-1/2""-5"" - Angle Grinder (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCG460B,"DCG460B Dewalt 60V Grinder - 7-9""",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
DCG402B,"DCG402B Dewalt 20V 4.5"" Angle Grinder (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
3485-20,"3485-20 Milw M12 1/4"" Right Angle Die Grinder",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
DCG420B,DCG420B Dewalt 20V Die Grinder (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
DCG422B,DCG422B Dewalt 20V Right Angle Die Grinder (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
924422,924422 Mafell Carpentry - Planing Machine ZH 320 Ec 120V,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-
DCW620B,DCW620B Dewalt 20V Plunge - Router,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
2535-20,"2535-20 Milw 3"" Orbit Sander - M12",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
2837-20,"2837-20 Milw M18 5"" Sander - Orbital (Bare)",-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031)
577728,577728 Festool Cordless Sander - ETSC 2 150 I-Plus,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
577738,577738 Festool Cordless Sander - ETSC 2 125 I-Plus,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
KPTRS500A,"KPTRS500A Kreg 20V Ionic 5"" Random Orbit Sander",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kreg Tool Company (KRETO)
24-35M-320,"24-35M-320 Iridium Grip - 3.2"" x 5.2"" Grip",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS)
9A-129-120,9A-129-120 Abranet 3x4 - 50 Sheets/Box,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS)
578800,578800 Festool 80x133 M GR PRO/10,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
578801,578801 Festool 80x133 F GR PRO/10,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
578802,578802 Festool 80x133 S GR PRO/10,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Festool USA (FESTO)
