Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
S11828,"S11828 8"" Led Down Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
801274,"801274 10w LED 6"" Retro 50k",-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
S11860,"S11860 6"" Downlight White 5 CCT",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S11562,"S11562 Starfish 6"" D/W Downlight",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S11646,"S11646 6"" Downlight Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S11801R1,"S11801R1 6"" Led Downlight Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S11848,"S11848 10"" Down Light Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S11849,"S11849 12"" Down Light Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
HLBSL609FS5,"HLBSL609FS5 6"" Down Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Cooper Lighting (7638)
WF4REGSWW590CRIMW,"WF4REGSWW590CRIMW 4"" Down Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Lithonia Lighting (2776)
43849WH5CCT,43849WH5CCT Kichler Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI)
62-1777,"62-1777 15"" Ceiling Lt Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
62-1778,"62-1778 19"" Ceiling Lt Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
62-1784,62-1784 24x24 Led Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
62-1787,"62-1787 15"" Ceiling Lt Bk",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
62-1788,"62-1788 19"" Ceiling Lt Bk",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
SHOP/4X2/840/V1,4' Feit Shop Light 4500L 40k,-- Unbranded --,-- No Unilog Brand --,Feit Electric,Feit Electric (3468)
45495BKCLR,45495BKCLR Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI)
55209NI,55209NI Kichler Wall Sconce,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI)
65-1210,65-1210 2' LED Wrap Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
65-1211,65-1211 4' Led Wrap Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
141465,"141465 15W Flor 18"" T12 27k",-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
391227,"391227 32W Led 12"" T9 30K",-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
392225,"392225 22W Flor 8"" T9 30k",-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
S3539,S3539 20W Halogen Pin T4,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3496,S3496 300W Halogen T3 Bulb,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
467316,467316 150W Sodium Med 21k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
S3709,S3709 25W Incan 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S4720,S4720 25W Incan 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3720,S3720 40w Inc A15 Med 26k,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3702,S3702 40W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3703,S3703 40W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3797,S3797 4W Incan Cand 27K 2pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S4724,S4724 4W Incan Cand 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S4717,S4717 6W Incan Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3794,S3794 7W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S3795,S3795 7W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S4726,S4726 7W Incan Cand 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S11429,S11429 60W Led Bulb 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573)
S21354,S21354 8W Led T9 Med 27k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S21363,S21363 8W Led Edison ST19 27K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
S11445,S11445 12W Led Med 30k Motion,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573)
567313,567313 50W Led MR16 30K 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
586875,586875 60W Led Multi CCT 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576355,576355 60/100/150 Led Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576363,576363 100/150/200 Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
565374,565374 75W Led A19 Med 27k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
565390,565390 75W Led A19 Med 50k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576371,576371 100/150/200 Led Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576496,576496 45W Led R20 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
564856,564856 40W Led ST19 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
565796,565796 60W Led A19 Med 20k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576389,576389 100/200/300 Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
564492,564492 75W Adj Base 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
603449,603449 Wiz 60W Led Med Clr Ch,-- Unbranded --,-- No Unilog Brand --,Wiz,Phillips Lighting (5831)
586909,586909 Led 60W Med A19 27K,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
566364,566364 75W Led ST19 27k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576397,576394 100/200/300 Led A23 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
571497,571497 150W Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576306,576306 40W Led A19 5CCT 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
588533,588533 40W Led Cand 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576520,576520 65W Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
574004,574004 75W Led ST19 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
574012,574012 75W Led ST19 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
573971,573971 75W Led ST19 20k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
573989,573989 40W Led Med 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
576769,576769 65W Led BR30 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
567446,567446 60W Led Med 50K 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
573997,573997 40W Led Med 50k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
571463,571463 100W Led BR30 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831)
